Surat,Olpad,7.97,1158,776,0,500,113,17,51,0.77,410,28,53,290,154,4.4,17.3
Surat,Palsana,7.78,976,654,0,488,71,11.2,18.0,0.06,400,28,58.0,310,101,13.0,17.7
Surat,Paneshwar,7.59,1694,1135,0,232,369,32.0,100.0,0.33,190,32,114.0,550,137,0.9,22.4
Surat,Sarbhon,8.08,1128,756,0,403,128,6.9,63.0,1.35,330,20,75.0,360,105,2.6,18.1
Surat,Saroli,8.01,1440,965,0,671,121,17.0,47.0,1.01,550,24,34.0,200,205,97.0,14.9
Surat,sayan,7.83,1930,1293,0,451,398,27.0,116.0,0.42,370,36,156.0,730,162,0.6,25.4
Surat,Sultanbaugh,8.03,1140,764,0,464,107,45.0,57.0,0.18,380,40,68.0,380,102,29.0,20.0
Surat,Uchhal,7.52,1003,672,0,427,78,66.0,36.0,0.35,350,100,49.0,450,42,0.3,26.9
Surat,Uskher,7.67,805,539,0,378,43,52.0,21.0,0.33,310,16,36.0,190,113,2.0,13.8
Surat,Vaheval,7.54,866,580,0,366,64,28.0,43.0,0.19,300,32,71.0,370,41,0.5,19.1
Surat,Vyara,7.81,679,455,0,317,50,27.0,40.0,0.16,260,68,32.0,300,46,6.5,23.1
Surat,Wankal/Wadoli,7.87,507,340,0,293,21,11.0,23.0,0.24,240,32,41.0,250,26,0.2,17.0
Surendranagar,Anindra,7.74,608,407,0,207,36,2.0,109.0,3.0,170,80,22.0,290,29,1.7,0.7
Surendranagar,Baman Bor,7.67,1422,953,0,427,170,98.0,103.0,0.89,350,188,27.0,580,82,2.9,1.5
Surendranagar,Dedadra,7.53,888,595,0,476,50,6.5,61.0,3.5,390,68,17.0,240,117,9.5,3.3
Surendranagar,Jinjuvada,7.62,1077,722,0,378,121,2.7,52.0,0.91,310,60,61.0,400,49,4.7,1.1
Surendranagar,Juna Devaliya,7.63,1216,815,0,372,149,33.0,95.0,1.1,305,40,32.0,230,173,6.4,4.9
Surendranagar,Kankavati,7.35,3169,2123,0,293,703,104.0,218.0,1.5,240,128,68.0,600,398,5.6,7.1
Surendranagar,Kherva,7.52,4801,3217,0,134,1370,21.0,218.0,0.95,110,240,195.0,1400,400,12.0,4.6
Surendranagar,Lakhtar,7.18,602,403,0,256,43,2.4,29.0,1.8,210,48,7.3,150,73,7.7,2.6
Surendranagar,Modhvana,7.38,1241,831,0,268,163,1.9,98.0,1.2,220,80,46.0,390,73,9.5,1.6
Surendranagar,Moti Moladi,7.1,6960,4663,0,207,2024,218.0,431.0,0.76,170,60,545.0,2390,500,0.81,4.4
Surendranagar,Pipli,7.6,474,318,0,183,36,3.3,15.0,0.72,150,24,12.0,110,43,4.8,1.8
Surendranagar,Rajsitapur,7.85,2206,1478,0,390,476,13.0,66.0,1.6,320,80,54.0,420,300,4.6,6.4
Surendranagar,Ratanpur,7.42,3382,2266,0,378,753,41.0,287.0,5.2,310,104,112.0,720,426,1.1,6.9
Surendranagar,Siyani,7.79,5111,3424,0,342,987,8.9,980.0,1.9,280,120,63.0,560,872,12.0,16.0
Surendranagar,Sukhpar,7.68,5581,3739,0,305,1278,276.0,439.0,5.0,250,84,136.0,770,849,6.4,13.3
Surendranagar,Surendranagar,8.04,3585,2402,0,622,675,28.0,301.0,4.4,510,40,66.0,370,610,1.2,13.8
Surendranagar,Tavi,7.35,350,235,0,146,36,2.2,25.0,0.72,120,24,9.7,100,41,4.6,1.8
Surendranagar,Than,7.44,4018,2692,0,232,1001,61.0,303.0,0.94,190,316,56.0,1020,397,3.5,5.4
The Dangs,Ahwa,6.99,1038,695,0,366,99,20.0,36.0,0.3,300,52,41.0,300,90,11.0,20.4
The Dangs,Ambapada,7.44,379,254,0,195,21,15.0,5.0,0.6,160,48,15.0,180,13,0.3,20.2
The Dangs,Bardipada,7.3,619,415,0,305,36,19.0,5.0,0.4,250,68,27.0,280,20,0.2,23.4
The Dangs,Baripada,7.46,418,280,0,183,28,9.6,17.0,0.4,150,48,15.0,180,17,0.6,20.2
The Dangs,Borigantha,7.55,498,334,0,244,43,23.0,22.0,0.18,200,68,24.0,270,17,0.4,24.0
The Dangs,Chikhali,7.43,475,318,0,244,14,15.0,11.0,0.3,200,56,17.0,210,16,0.5,22.1
