578,Vadodra,Rasulpura,7.64,975,653.25,0,390,113,23,39,0.41,320,56.112,68.096,420,50,0.82,1.06
579,Vadodra,Saidal,7.65,3063,2052.21,0,403,652,159.0,158.0,0.85,331,80.16,182.4,951,264.0,3.0,3.72
580,Vadodra,Amreshwar,7.86,615,412.05,0,293,57,0.16,11.0,0.51,240,60.12,12.16,200,64.0,0.89,1.97
581,Vadodra,Patiyapura,7.93,1530,1025.1,0,476,213,71.0,97.0,0.63,390,56.112,114.304,610,109.0,0.72,1.92
582,Vadodra,Sinor,8.2,1079,722.93,0,500,64,45.0,40.0,0.75,410,40.08,85.12,450,67.0,0.73,1.37
583,Vadodra,Vega,8.18,1522,1019.74,0,573,177,8.6,104.0,0.45,470,104.208,38.912,420,170.0,31.0,3.61
584,Vadodra,Tundav,7.89,1929,1292.43,0,439,305,63.0,178.0,1.7,360,68.136,38.912,330,296.0,26.0,7.08
585,Vadodra,Juna Somaliya,8.08,1235,827.45,0,366,220,12.0,32.0,0.79,300,40.08,41.344,270,166.0,0.65,4.39
586,Vadodra,Chhaliyar,8.35,1236,828.12,36,586,64,33.0,19.0,2.0,541,20.04,17.024,120,254.0,0.41,10.08
587,Vadodra,Vejpur,8.66,3522,2359.74,96,744,681,2.1,173.0,2.3,770,24.048,55.936,290,760.0,6.4,19.4
588,Valsad,Dharampur 3,7.83,497,332.99,0,195,43,25.0,23.0,0.28,160,48.0,19.0,200,34.0,0.28,1.08
589,Valsad,Awadha,8.15,1396,935.32,0,366,284,15.0,82.0,0.22,300,60.0,95.0,540,105.0,0.22,1.96
590,Valsad,Lakadmal,7.23,714,478.38,0,305,71,4.0,31.0,5.81,250,20.0,56.0,280,50.0,5.81,1.31
591,Valsad,Mandwa,7.89,560,375.2,0,256,57,6.0,16.0,0.42,210,88.0,5.0,240,33.0,0.42,0.92
592,Valsad,Kaparda,8.25,447,299.49,0,195,36,6.0,19.0,0.66,160,44.0,22.0,200,20.0,1.98,0.61
593,Valsad,Chavshala,7.95,566,379.22,0,220,64,6.0,31.0,0.43,180,52.0,19.0,210,40.0,0.33,1.2
594,Valsad,Fali,8.2,432,289.44,0,134,50,25.0,28.0,0.26,110,44.0,17.0,180,21.0,5.21,0.67
595,Valsad,Karwad,8.07,237,158.79,0,73,21,25.0,21.0,0.3,60,32.0,2.0,90,17.0,0.8,0.78
596,Valsad,Balitha (Vapi),8.02,230,154.1,0,73,21,25.0,17.0,0.11,60,20.0,12.0,100,8.0,4.47,0.37
597,Valsad,Bhilad,6.99,356,238.52,0,171,28,3.0,15.0,0.15,140,40.0,15.0,160,16.0,1.36,0.55
598,Valsad,Tumb,7.97,668,447.56,0,281,71,4.0,4.0,0.22,230,56.0,24.0,240,45.0,8.1,1.26
599,Valsad,Umargaon,8.03,641,429.47,0,281,57,12.0,50.0,0.34,230,56.0,22.0,230,59.0,0.54,1.68
600,Valsad,Kanadu,7.63,943,631.81,0,366,114,24.0,58.0,0.28,300,80.0,49.0,400,57.0,0.24,1.25
601,Valsad,Udwada,8.07,820,549.4,0,220,128,30.0,75.0,0.44,180,64.0,44.0,340,54.0,0.49,1.27
