Kachchh,Dunai,8.07,1239,830,0,439,177,8,23,1.00,360,72,17,250,182,1.8
Kachchh,Gandhidham1,9.16,792,531,60.0,134,78,29,60,0.47,210,72,5,200,58,11.9
Kachchh,Haboi,8.13,1301,872,0.0,305,262,8,69,1.2,250,64,53,380,150,9.1
Kachchh,Kanmer,8.04,661,443,0.0,268,71,11,221,0.58,220,76,24,290,24,6.1
Kachchh,Karagoga,8.45,1160,777,60.0,403,78,14,54,1.4,430,20,7,80,245,2.4
Kachchh,Kotadi,8.42,1422,953,192.0,73,184,15,77,2.8,380,28,5,90,300,4.3
Kachchh,Kotaya,8.28,1371,919,0.0,512,213,22,25,1.8,420,52,14,190,268,1.3
Kachchh,Kotda jadvapur,8.12,3012,2018,0.0,317,886,2,30,0.8,260,140,108,800,350,6.6
Kachchh,Kothara,8.09,3750,2513,0.0,500,957,15,28,0.35,410,120,12,350,676,24.5
Kachchh,Kuda,8.12,1380,925,0.0,537,156,26,10,0.88,440,104,43,440,118,16.5
Kachchh,LAKHPAT,7.26,2678,1794,0.0,281,745,4,291,0.34,230,220,72,850,276,5.5
Kachchh,Lilpur,7.78,6861,4597,0.0,256,1666,72,741,0.9,210,56,120,1900,700,13.6
Kachchh,Lodai,8.05,2340,1568,0.0,293,603,29,146,1.35,240,220,24,650,290,15.6
Kachchh,Mota Asambia,8.2,1630,1092,0.0,476,291,14,404,0.28,390,80,10,240,280,6.3
Kachchh,Moti cher,7.91,4000,2680,0.0,366,1099,24,70,0.13,300,240,48,800,496,59.0
Kachchh,Mou-moti,8.08,1534,1028,0.0,451,241,56,374,1.2,370,60,26,260,240,5.4
Kachchh,Naliya1,8.47,2665,1786,96.0,500,425,30,213,1.1,570,100,24,350,495,4.0
Kachchh,Rapar2,7.94,4207,2819,0.0,305,957,74,663,0.97,250,300,120,1250,400,38.0
Kachchh,Rathanpurkhadir,8.44,1443,967,0.0,464,213,10,87,0.2,380,100,55,480,140,12.4
Kachchh,Samkhiari,7.96,4385,2938,0.0,488,1170,84,49,1.9,400,160,108,850,619,11.2
Kachchh,Sedat,8.19,742,497,0.0,244,113,0,52,0.08,200,56,43,320,44,3.0
Kachchh,Shinaya,8.09,3092,2072,0.0,268,957,2,9,0.7,220,160,24,500,494,8.4
Kachchh,Sirani Vandh,7.98,6640,4449,,244,1773,8,818,0.9,200,100,384,1850,710,22.4
Kachchh,Tera,8.29,5000,3350,0.0,964,1099,56,127,2.1,790,140,36,500,940,8.6
Kachchh,Vinjhan1,8.08,2565,1719,0.0,415,674,3,12,1.3,340,140,24,450,390,9.9
Kheda,Alina,7.92,2611,1749,0.0,464,503,140,163,0.97,380,132,91,710,310,11.0
Kheda,Balasinor1,8.13,793,531,0.0,232,121,20,30,0.6,190,64,31,290,56,2.1
Kheda,Bar,8.2,580,389,0.0,268,43,4,10,0.84,220,56,17,210,40,4.0
Kheda,Bariyavi,8.28,1260,844,0.0,512,106,30,113,0.6,420,44,72,410,140,17.0
Kheda,Dakor,8.29,2080,1394,0.0,939,170,21,28,1.04,770,88,55,450,281,19.2
Kheda,Juna vasadra,8.27,4370,2928,0.0,1025,815,30,217,0.77,840,300,132,1300,440,33.0
Kheda,Kalesar,8.55,1167,782,96.0,403,57,11,105,1.28,490,44,53,330,167,0.7
Kheda,Ladvel,8.24,2287,1532,0.0,573,461,43,15,3.2,470,80,96,600,270,15.0
Kheda,Mahudha,8.29,2486,1666,0.0,659,425,75,5,0.96,540,220,24,650,260,52.0
Kheda,Muliyad,7.68,9879,6619,0.0,342,2836,2,551,0.7,280,400,312,2300,1200,17.4
Kheda,Nadiad2,8.29,1300,871,0.0,622,92,1,78,0.8,510,52,127,660,30,0.5
Kheda,Shekhupura,8.27,4253,2850,0.0,756,993,10,172,0.18,620,100,120,750,500,300.0
Mahesana,Asjol,7.87,642,430,0.0,268,28,60,3,0.07,220,64,14,220,42,40.0
Mahesana,Bhandupara,7.03,1940,1300,0.0,415,418,45,7,0.7,340,36,43,270,328,2.0
Mahesana,Budasan,8.25,1816,1217,0.0,598,291,20,27,0.8,490,160,36,550,185,0.7
Mahesana,Dharpura,8.06,1630,1092,0.0,671,163,8,19,1.08,550,52,50,340,217,3.9
Mahesana,Dosaj,8.28,1760,1179,0.0,317,773,9,21,0.15,260,46,109,570,379,10.0
Mahesana,Kheralu1,8.29,1435,961,0.0,537,149,35,25,1.5,440,36,48,290,194,40.0
Mahesana,Maguna,8.0,4260,2854,0.0,915,681,2,363,0.0,750,120,276,1450,300,9.4
Mahesana,Panchot,7.96,3012,2018,0.0,476,744,50,116,0.2,390,140,120,850,352,20.0
Mahesana,Rampura1,7.91,1200,804,0.0,586,64,14,30,0.5,480,48,31,250,146,44.0
Mahesana,Sihi,8.42,860,576,48.0,220,92,8,16,0.7,260,48,26,230,86,27.0
Mahesana,Tarabh,8.02,700,469,0.0,244,71,12,20,0.02,200,48,26,230,38,20.0
Mahesana,Timba,8.09,1200,804,0.0,573,106,50,6,1.08,470,144,31,490,83,5.1
Mahesana,Unad,8.29,9000,6030,0.0,1403,2021,34,178,0.88,1150,140,300,1600,1220,160.0
Mahesana,Unawa,7.98,4090,2740,0.0,952,780,175,25,0.64,780,160,120,900,535,75.0
Mahesana,Unjha,8.11,3160,2117,0.0,549,638,14,213,1.27,450,100,120,750,390,77.0
Mahesana,Vidaj,8.06,2902,1944,0.0,647,532,42,133,0.01,530,140,156,1000,213,12.9
Narmada,Amiyar,7.99,515,345,0.0,354,21,6,24,0.5,290,72,15,240,51,0.5
Narmada,Besana,8.09,395,265,0.0,281,21,6,34,0.35,230,72,7,210,42,0.6
Narmada,Devji Faliya,8.02,534,358,0.0,293,35,25,38,0.4,240,88,10,260,42,0.7
Narmada,Jankh,8.07,544,364,0.0,305,64,11,12,0.6,250,68,15,230,62,0.2
Narmada,Kanbi pitha,7.86,808,541,0.0,464,78,12,112,0.3,380,104,24,360,119,5.9
Narmada,Khadiapada,7.73,591,396,0.0,192,78,11,17,0.35,157,68,24,270,12,2.8
Narmada,Khota amba,7.69,621,416,0.0,488,71,4,0,0.65,400,64,29,280,104,0.6
Narmada,Moti Singlot,8.1,357,239,0.0,268,21,9,34,0.35,220,48,19,200,43,0.1
Narmada,Ralda,7.95,408,273,0.0,232,57,3,2,0.6,190,36,22,180,45,0.2
Narmada,Rasela,7.77,1943,1302,0.0,476,319,10,20,0.35,390,120,44,480,182,4.4
Narmada,Ringani,7.76,483,324,0.0,293,78,4,18,0.55,240,52,27,240,62,0.4
Narmada,Selemba,7.85,741,496,0.0,354,57,140,25,0.65,290,72,32,310,93,0.3
Narmada,Sunderpura,7.84,540,362,0.0,281,64,3,16,0.35,230,60,24,250,42,0.8
Narmada,Umaran,7.94,496,332,0.0,256,92,10,22,0.35,210,56,17,210,75,0.3
Navsari,Abrama,7.91,3091,2071,0.0,464,781,2,47,0.23,380,88,112,680,399,18.0
Navsari,Chandav,7.84,886,594,0.0,317,85,9,42,0.6,260,72,32,310,57,2.0
Navsari,Chinam,8.28,3020,2023,0.0,854,554,2,210,0.22,700,48,63,380,289,556.0
Navsari,Dandi,7.89,1337,896,0.0,488,163,44,10,0.0,400,40,44,280,145,66.1
Navsari,Doldha(New),7.84,474,318,0.0,183,36,0,44,0.35,150,52,17,200,22,0.6
Navsari,Duvada,7.93,939,629,0.0,427,78,5,40,1.18,350,56,41,310,92,0.8
Navsari,Eru,8.2,988,662,0.0,366,135,44,6,0.77,300,48,32,250,132,6.9
Navsari,Hond,7.39,1262,846,0.0,488,121,46,0,0.22,400,156,22,480,60,13.2
Navsari,Kaliyari,7.72,853,572,0.0,305,71,9,60,0.3,250,96,32,370,24,2.7
Navsari,Khergam,7.79,735,492,0.0,293,64,9,15,0.22,240,68,24,270,39,0.3
Navsari,Manavkhadak,7.86,602,403,0.0,281,35,2,20,0.77,230,56,19,220,39,0.3
Navsari,Moti Valzar,7.52,716,480,0.0,366,43,4,23,0.72,300,52,36,280,51,1.3
Navsari,Navsari1,7.7,6349,4254,0.0,317,2059,23,47,0.35,260,260,219,1550,791,9.9
Navsari,Onjal,7.98,1157,775,0.0,354,199,2,3,0.36,290,84,29,330,115,5.8
