419,Navsari,Rumla,8.07,432,289.44,0,183,36,0.0,30,0.44,150,40,22,190,21,0.44.1,0.66
420,Navsari,Manav Khadak,8.36,480,321.6,0,171,71,0.0,22.0,0.24,140,44,17.0,180,36,0.24,1.18
421,Panchmahals,Shehra,8.25,1255,840.85,0,549,107,7.0,34.0,0.41,450,72,19.0,260,72,166.0,1.94
422,Panchmahals,Chhabanpur,7.68,790,529.3,0,329,64,37.0,31.0,0.64,270,80,19.0,280,70,1.67,1.82
423,Panchmahals,Tuwa,7.8,872,584.24,0,366,99,14.0,25.0,0.51,300,88,15.0,280,80,21.8,2.08
424,Panchmahals,Dhanol,7.89,585,391.95,0,244,21,2.7,33.0,0.43,200,16,22.0,130,61,10.41,2.33
425,Panchmahals,Vejalpur,7.8,1724,1155.08,0,488,246,47.0,81.0,0.38,400,92,97.0,630,127,8.26,2.2
426,Panchmahals,Santroad_1,7.91,942,631.14,0,390,78,14.0,34.0,0.61,320,48,44.0,300,81,2.74,2.03
427,Panchmahals,Suliyat,7.26,1056,707.52,0,305,121,46.0,51.0,1.1,250,120,32.0,430,40,21.4,0.84
428,Panchmahals,Natapur,7.71,931,623.77,0,305,92,41.0,41.0,1.2,250,85,16.0,280,80,2.0,2.08
429,Panchmahals,Godhra2,8.1,980,656.6,0,329,78,75.0,60.0,1.2,270,80,15.0,260,105,0.9,2.83
430,Panchmahals,Godhra UR_1,7.8,1273,852.91,0,415,163,19.0,55.0,0.93,340,52,44.0,310,148,1.0,3.65
431,Panchmahals,Ranipura,7.98,2432,1629.44,0,500,412,157.0,106.0,1.1,410,136,112.0,800,200,3.98,3.07
432,Panchmahals,Khadki Vadiya,8.21,1242,832.14,0,587,71,3.1,58.0,2.0,481,20,78.0,370,123,1.42,2.78
433,Panchmahals,Kalol UR_1,8.23,209,140.03,0,85,21,5.3,9.0,0.3,70,32,4.9,100,5,3.13,0.22
434,Panchmahals,Kalol UR_2,8.04,1883,1261.61,0,537,298,84.0,52.0,0.3,440,20,148.0,660,155,0.6,2.62
435,Panchmahals,Tarkanda,7.88,827,554.09,0,195,107,17.0,53.0,0.48,160,60,29.0,270,50,2.8,1.32
436,Panchmahals,Pavagadh,8.15,900,603.0,0,293,107,39.0,21.0,0.35,240,48,68.0,400,25,0.29,0.54
437,Panchmahals,Shivrajpur,7.8,1317,882.39,0,256,270,12.0,40.0,0.4,210,80,68.0,480,80,0.39,1.59
438,Panchmahals,Javan,8.02,372,249.24,0,159,36,5.2,15.0,0.43,130,40,15.0,160,14,12.04,0.48
439,Panchmahals,Jambugoda,7.86,1049,702.83,0,281,136,32.0,32.0,0.76,230,44,56.0,340,73,1.25,1.72
440,Patan,Dhinoj,7.71,1585,1061.95,0,488,256,6.0,100.0,0.29,400,92,27.0,340,200,35.0,4.72
441,Patan,Sander,7.54,440,294.8,0,232,36,2.0,8.0,0.34,190,44,24.0,210,19,3.6,0.58
442,Patan,Patan,7.5,2100,1407.0,0,1086,121,58.0,90.0,3.2,891,80,54.0,420,300,37.0,6.36
443,Patan,Sankhari,7.83,460,308.2,0,232,28,3.0,11.0,0.58,190,32,17.0,150,36,10.0,1.29
444,Patan,Motichander,7.32,15570,10431.9,0,183,5361,9.0,583.0,0.3,150,300,637.0,3370,2280,45.0,17.0
445,Patan,Piprala,8.15,7336,4915.12,0,769,1882,134.0,494.0,6.95,631,68,165.0,850,1364,1.6,20.3
446,Porbandar,Adityana,7.15,1072,718.24,0,268,156,64.0,41.0,0.57,220,52,57.0,365,72,2.58,1.64
447,Porbandar,Adwana2,7.29,1503,1007.01,0,476,163,90.0,60.0,0.37,390,48,97.0,520,100,1.91,1.91
448,Porbandar,Babda,7.67,1760,1179.2,0,512,262,18.0,75.0,0.88,420,40,78.0,420,202,2.59,4.29
449,Porbandar,Bakharla,7.38,2416,1618.72,0,476,433,82.0,139.0,1.9,390,24,122.0,560,276,41.57,5.07
450,Porbandar,Balej,7.23,962,644.54,0,207,199,2.0,28.0,0.33,170,24,24.0,160,133,28.57,4.57
451,Porbandar,Bhavpura,7.17,4177,2798.59,0,183,1241,104.0,93.0,0.16,150,360,97.0,1300,350,7.56,4.22
452,Porbandar,Bhod,7.12,1310,877.7,0,342,199,54.0,52.0,0.52,281,88,17.0,290,164,2.79,4.19
453,Porbandar,Degam,7.95,2135,1430.45,0,207,532,22.0,123.0,2.0,170,52,49.0,330,276,2.69,6.61
454,Porbandar,Hanumangadh1,7.23,3412,2286.04,0,488,780,39.0,147.0,1.2,400,100,207.0,1100,251,4.25,3.29
455,Porbandar,Kadegi,7.42,12250,8207.5,0,427,3546,3.0,754.0,0.43,350,38,840.0,3550,1173,27.14,8.56
456,Porbandar,Kandorna_Rana,7.21,3580,2398.6,0,976,574,50.0,124.0,1.8,801,40,195.0,900,405,2.28,5.87
457,Porbandar,Khambodar,7.61,1660,1112.2,0,439,269,18.0,65.0,1.4,360,44,51.0,320,228,10.25,5.54
