259,Jamnagar,Sumana,7.69,1300,871,0,311,184,68,79,0.84,255,68.1,54,390,117,0.64,2.58
260,Jamnagar,Toda,7.56,750,502.5,0,256,67,24.0,50,0.63,210,52,22,220,73,2.32,2.14
261,Jamnagar,Vad Panchasara,7.28,1957,1311.19,0,256,355,175.0,113,0.36,210,164,41,580,177,0.23,3.2
262,Jamnagar,Vadtara,7.39,1250,837.5,0,256,220,50.0,61,0.35,210,100,24,350,123,2.82,2.86
263,Jamnagar,Vamansa,7.55,2905,1946.35,0,494,610,16.0,164,2.9,405,60,63,410,471,4.81,10.11
264,Jamnagar,Varwada or Varvala,6.98,3950,2646.5,0,549,805,48.0,323,0.49,450,300,219,1650,131,15.5,1.4
265,Jamnagar,Vijarkhi,7.46,912,611.04,0,305,113,7.0,36,0.68,250,80,19,280,82,0.47,2.13
266,Jamnagar,Vinjhalpur,7.49,1070,716.9,0,354,113,36.0,50,0.45,290,96,32,370,73,1.03,1.65
267,Junagadh,Anandpur,8.62,1920,1286.4,0,159,504,64.0,65,0.57,130,100,105,680,125,1.41,2.08
268,Junagadh,Arena,6.94,5558,3723.86,0,610,1425,60.0,210,0.11,500,72,175,900,830,39.13,12.03
269,Junagadh,Bamanwara,7.44,340,227.8,0,98,46,5.0,18,0.19,80,24,17,130,17,1.43,0.65
270,Junagadh,Bantva,8.04,1200,804.0,0,476,113,12.0,40,3.0,390,20,15,110,226,0.29,9.37
271,Junagadh,Bhat_Simroli,7.23,1820,1219.4,0,482,312,11.0,68,0.55,395,112,44,460,205,6.71,4.16
272,Junagadh,Bilkha,7.45,1560,1045.2,0,311,234,79.0,110,0.47,255,80,27,310,195,6.24,4.82
273,Junagadh,Budhecha,6.97,2200,1474.0,0,427,418,54.0,108,0.6,350,100,95,640,210,1.14,3.61
274,Junagadh,Chokhli,7.14,1685,1128.95,0,500,149,163.0,84,0.48,410,84,83,550,137,0.27,2.54
275,Junagadh,Chorwad,7.04,4890,3276.3,0,702,1206,77.0,92,0.13,576,220,224,1470,443,1.69,5.02
276,Junagadh,Galodar,7.77,780,522.6,0,232,99,6.0,50,0.29,190,44,46,300,40,1.4,1.0
277,Junagadh,Goraj1,7.83,1150,770.5,0,366,121,57.0,49,1.5,300,56,56,370,90,1.69,2.03
278,Junagadh,Junagadh1,6.98,1207,808.69,0,329,156,48.0,60,0.28,270,50,34,265,149,1.98,3.98
279,Junagadh,Juthal,7.48,820,549.4,0,207,135,5.0,44,0.37,170,60,36,300,48,1.6,1.2
280,Junagadh,Kalej,7.5,2150,1440.5,0,403,383,30.0,169,1.51,331,80,22,290,356,2.46,9.09
281,Junagadh,Kanedipur,7.13,880,589.6,0,378,64,8.0,29,0.38,310,104,7,290,66,0.24,1.69
282,Junagadh,Kanek,6.66,6701,4489.67,0,610,1830,23.0,255,0.15,500,688,56,1950,625,22.29,6.15
283,Junagadh,Kewarda,7.52,1060,710.2,0,342,128,41.0,45,0.33,281,68,63,430,44,1.76,0.92
284,Junagadh,Khambalia1,7.61,4830,3236.1,0,732,1241,20.0,50,0.18,600,242,105,1035,635,10.16,8.58
285,Junagadh,Khokharda,7.74,3525,2361.75,0,488,702,145.0,250,0.37,400,180,73,750,465,1.01,7.38
286,Junagadh,Khorada1,7.74,7880,5279.6,0,244,2482,14.0,216,0.22,200,680,109,2150,815,0.39,7.64
287,Junagadh,Khorasa_ Ahir,7.51,1215,814.05,0,171,234,77.0,72,0.49,140,124,17,380,105,0.37,2.34
288,Junagadh,Kukaswada,7.66,723,484.41,0,128,106,40.0,78,0.58,105,80,5,220,65,1.32,1.91
289,Junagadh,Lohej,7.24,1256,841.52,0,268,213,73.0,45,0.36,220,144,12,410,88,20.19,1.89
290,Junagadh,Maktupur1,7.11,3505,2348.35,0,549,745,155.0,115,0.28,450,180,90,820,248,300.0,3.77
291,Junagadh,Mangrol,7.51,2575,1725.25,0,366,596,44.0,98,0.27,300,120,56,530,325,36.57,6.14
292,Junagadh,Manketara,7.43,1922,1287.74,0,232,479,64.0,45,0.5,190,120,117,780,81,5.67,1.26
293,Junagadh,Mendarda1,7.44,2750,1842.5,0,354,645,134.0,62,0.44,290,56,168,830,248,0.83,3.74
294,Junagadh,Patla,7.56,660,442.2,0,226,71,12.0,31,0.41,185,96,5,260,31,0.29,0.84
295,Junagadh,Saradiya,7.76,2120,1420.4,0,610,241,54.0,163,0.33,500,128,75,630,196,0.48,3.4
296,Junagadh,Sepa,7.21,1065,713.55,0,329,113,65.0,49,0.47,270,62,13,210,146,0.77,4.38
297,Junagadh,Seriakhan,7.24,1250,837.5,0,305,177,64.0,67,0.5,250,100,44,430,82,14.48,1.72
