Sabarkantha,Kesharpura,7.73,1110,744,0,183,191,95,63,0.77,150,124,22,400,67,2.1,1.5
Sabarkantha,Khedbramha_1,7.35,3166,2121,0,195,808.0,71.0,147,0.74,160,325,54.0,1031,195,2.6,2.6
Sabarkantha,Malpur_1,7.76,775,519,0,256,57.0,115.0,36,0.69,210,48,58.0,360,30,0.3,20.6
Sabarkantha,Mathasuliya,7.63,1395,935,0,244,199.0,141.0,86,0.21,200,36,78.0,410,107,35.0,20.2
Sabarkantha,Matoda,7.0,3963,2655,0,134,1056.0,16.0,250,0.68,110,313,56.0,1011,410,15.0,5.6
Sabarkantha,Medasana,7.26,922,618,0,305,99.0,51.0,36,0.72,250,60,36.0,300,86,1.1,2.2
Sabarkantha,Megraj_1,7.68,953,639,0,281,149.0,3.0,63,0.54,230,40,19.0,180,159,2.2,5.2
Sabarkantha,Modasa2,7.75,1002,671,0,183,142.0,39.0,76,0.28,150,68,24.0,270,84,2.6,2.2
Sabarkantha,Poshina2,7.78,1511,1012,0,439,220.0,5.0,129,1.0,360,112,61.0,530,120,35.0,2.3
Sabarkantha,Punasan,7.72,623,417,0,232,71.0,11.0,27,0.52,190,44,19.0,190,58,0.22,1.8
Sabarkantha,Revas,7.67,1603,1074,0,207,269.0,170.0,56,0.85,170,120,63.0,560,84,0.85,1.5
Sabarkantha,Sabalwad,7.85,967,648,0,244,99.0,69.0,99,5.0,200,60,29.0,270,102,0.88,2.6
Sabarkantha,Sathamba,7.82,960,643,0,354,106.0,30.0,37,0.64,290,52,58.0,370,59,0.38,1.3
Sabarkantha,Seenawad,7.28,1608,1077,0,183,312.0,104.0,101,0.52,150,140,49.0,550,122,2.3,2.3
Sabarkantha,Shamlaji,8.19,548,367,0,268,43.0,2.7,16,0.47,220,64,7.3,190,45,1.6,1.4
Sabarkantha,Silwad,7.6,5031,3371,0,366,1335.0,113.0,205,0.91,300,72,321.0,1500,475,11.0,36.4
Sabarkantha,Umedpura,7.56,1279,857,0,439,155.98,78.0,39,1.6,360,40,66.0,370,137,0.51,3.1
Sabarkantha,Vadali,7.38,1390,931,0,207,213.0,138.0,78,1.2,170,108,36.0,420,118,3.6,2.5
Sabarkantha,Virpur_1(Himmat),7.75,455,305,0,195,28.0,27.0,16,0.58,160,48,15.0,180,23,0.24,0.7
Sabarkantha,Virpur2,7.25,1215,814,0,207,220.0,76.0,60,0.94,170,88,44.0,400,82,21.0,1.8
Surat,Allu,7.95,665,446,0,354,28.0,20.0,26,1.0,290,24,58.0,300,35,0.4,17.1
Surat,Bedchit,7.64,1620,1085,0,427,284.0,31.0,56,0.66,350,24,139.0,630,97,0.6,25.7
Surat,Bhatkol,7.85,937,628,0,366,114.0,1.7,50,0.86,300,40,61.0,350,72,1.8,19.5
Surat,Digas,8.1,1084,726,0,622,50.0,53.0,61,0.63,510,28,68.0,350,156,1.8,19.7
Surat,Jesingpura (S),7.84,717,480,0,427,21.0,13.0,10,0.12,350,40,56.0,330,30,0.7,19.2
Surat,Jiav,7.52,1217,815,0,293,227.0,9.9,31,0.16,240,72,58.0,420,91,12.0,24.0
Surat,Juna Umarpada,7.66,427,286,0,207,28.0,1.4,42,0.28,170,40,27.0,210,21,0.5,17.6
Surat,Kadod,8.0,1066,714,0,512,92.0,23.0,28,0.61,420,24,80.0,390,97,3.2,19.0
Surat,Kathor,7.86,1673,1121,0,592,185.0,26.0,152,0.5,485,24,107.0,500,198,1.2,21.0
Surat,Katradevi,7.71,876,587,0,220,142.0,14.0,41,0.34,180,28,34.0,210,105,0.5,15.7
Surat,Kelkui,7.83,498,334,0,256,35.0,12.0,12,0.24,210,24,39.0,220,29,0.5,15.3
Surat,Kherwada,7.83,635,425,0,281,50.0,19.0,15,0.39,230,24,49.0,260,34,0.1,16.2
Surat,Mandvi,7.5,1247,835,0,439,121.0,22.0,53,0.51,360,24,83.0,400,95,0.5,19.1
Surat,Mota,8.05,2558,1714,0,646,462.0,18.0,110,0.92,530,24,61.0,310,465,1.6,17.3
Surat,Moti Sarkui,7.77,709,475,0,281,50.0,35.0,19,0.41,230,24,51.0,270,37,0.2,16.4
Surat,Nizar ( new well),7.92,925,620,0,464,50.0,42.0,36,1.12,380,44,51.0,320,95,0.4,19.5
