472,Surat,Navi pardi,21.32222,72.97083,8.02,1025,687,330,0,268,170,59,3.30,0.48,220,84,29,92,6.53,28,2.20
473,Surat,Uchchhal1,21.2,72.83333,7.9,780,523,340,0,232,85,46,64.0,0.2,190,56,49,28,0.21,84,0.66
474,Surat,Nizar1,21.43333,73.21667,7.88,1362,913,500,0,305,213,67,120.0,0.8,250,60,85,102,0.75,68,1.98
475,Surat,Mandvi2,21.25417,73.29583,7.79,907,608,340,0,244,106,60,97.0,0.48,200,64,44,72,0.48,59,1.7
476,Surat,Malda,21.36667,73.35,7.98,820,549,380,0,366,71,20,24.0,0.3,300,92,36,32,2.85,80,0.71
477,Surat,Katradevi,21.4299,73.42088,7.85,787,527,220,0,171,156,44,0.0,0.33,140,64,15,90,0.56,63,2.64
478,Surat,Juna umarpada,21.44578,73.49489,7.9,438,293,200,0,183,43,25,8.37,0.3,150,52,17,19,0.31,51,0.58
479,Surat,Kherwa(Vadli),21.43333,73.21667,7.93,700,469,250,0,268,85,42,4.35,0.43,220,52,29,59,0.38,50,1.62
480,Surat,Ten-bardoli,21.11667,73.1,8.1,766,513,200,0,268,71,28,2.56,0.46,220,36,27,75,2.39,55,2.31
481,Surat,Allu,21.0625,73.19167,8.27,620,415,230,0,268,43,29,4.6,0.98,220,36,34,44,0.13,35,1.26
482,Surat,Moti Sarkui,21.27917,73.34972,8.29,590,395,250,0,207,64,29,21.3,0.48,170,48,32,31,0.43,60,0.86
483,Surat,Jiav,21.11472,72.83528,8.06,2404,1611,801,0,110,702,75,1.75,0.14,90,224,58,178,16.0,18,2.74
484,Surat,Mahuva2,21.02083,73.14583,8.43,1546,1036,270,36,500,199,53,42.5,0.75,470,24,51,265,0.66,44,7.01
485,Surat,Puna1,20.92917,73.22917,8.16,4056,2718,1651,0,757,1021,89,12.73,0.75,620,204,277,254,20.0,44,2.72
486,Surat,Vaheval,20.83722,73.28778,8.25,645,432,260,0,195,92,33,13.74,0.34,160,48,34,41,0.34,42,1.11
487,Surat,Sarbhon,21.05833,73.09167,8.25,901,604,240,0,366,71,53,2.53,1.17,300,28,41,103,2.1,40,2.89
488,Surat,Mota,21.17028,73.06861,8.29,2475,1658,300,0,512,510,140,17.2,0.83,420,28,56,478,1.63,27,12.0
489,Surat,Miyawadi,21.22389,73.22722,7.15,1346,902,530,0,573,135,28,58.25,1.19,470,96,71,94,9.01,66,1.78
490,Surat,Kasal,21.28333,73.23333,7.5,858,575,430,0,281,85,61,55.0,0.26,230,84,54,21,0.38,56,0.44
491,Surat,Nogama,21.31667,73.13333,7.5,672,450,260,0,232,64,43,42.0,0.35,190,56,29,51,0.36,54,1.38
492,Surat,Ushker,21.31389,73.15833,7.5,605,405,200,0,220,43,33,32.45,0.31,180,40,24,51,1.74,47,1.57
493,Surat,Dungri,21.40833,73.13333,7.9,1736,1163,500,0,635,241,42,40.0,0.75,520,112,54,187,7.18,70,3.64
494,Surat,Surat(Gaviyar),21.175,72.79167,7.4,648,434,210,0,293,35,19,4.39,0.37,240,80,2,37,12.0,29,1.11
495,Surat,Sultanabad,21.09167,72.725,8.0,1028,689,320,0,403,113,53,19.23,0.14,330,20,66,100,19.0,32,2.43
496,Surat,Olpad2,21.34167,72.75833,7.7,1406,942,200,0,598,142,48,28.07,0.62,490,20,36,196,115.0,33,6.03
497,Surat,Sayan,21.30556,72.91083,7.72,1999,1339,651,0,244,475,216,17.37,0.29,200,44,131,206,1.25,84,3.51
498,Surat,Kathor,21.29167,72.92917,7.9,1766,1183,530,0,342,184,377,35.01,0.4,280,36,107,198,1.1,42,3.74
499,Surendranagar,Olak,22.92778,71.88611,7.65,495,332,100,0,171,57,29,1.2,0.76,140,36,2,61,8.8,44,2.65
500,Surendranagar,Lakhtar,22.85472,71.78667,7.73,595,399,130,0,268,50,27,2.8,1.66,220,40,7,80,7.3,26,3.05
501,Surendranagar,Dedarda,22.78333,71.73611,7.72,651,436,160,0,293,50,22,8.4,1.1,240,56,5,85,6.9,35,2.92
502,Surendranagar,Tavi 1,22.72229,71.85795,7.43,214,143,60,0,85,21,7,5.9,0.27,70,16,5,25,2.3,23,1.4
503,Surendranagar,Shiyani,22.6625,71.82972,7.85,1113,746,90,0,134,213,135,1.3,0.87,110,20,10,205,5.7,18,9.4
504,Surendranagar,Ghaghretiya,22.62583,71.82861,7.79,2251,1508,230,0,220,355,420,3.6,1.5,180,32,36,410,13.0,28,11.75
505,Surendranagar,Borana,22.51417,71.83806,7.74,4989,3343,530,0,146,787,1282,7.9,0.51,120,88,75,882,1.9,21,16.66
506,Surendranagar,Vanala,22.43417,71.92167,7.32,1407,943,220,0,98,355,125,14.0,0.42,80,52,22,239,4.6,32,7.01
507,Surendranagar,Chuda,22.48639,71.70111,7.51,1767,1184,661,0,281,269,99,273.0,0.6,230,160,63,110,0.9,62,1.86
508,Surendranagar,Navi Morvad,22.53566,71.57473,7.47,2694,1805,701,0,415,581,136,40.0,0.75,340,120,97,300,0.8,70,4.93
509,Surendranagar,Sudamda,22.44583,71.48806,7.42,3316,2222,971,0,488,603,210,237.0,0.33,400,228,97,328,2.3,62,4.58
510,Surendranagar,Nava Sudamda,22.53972,71.43583,7.73,6355,4258,861,0,427,1276,888,145.0,4.5,350,124,134,1010,1.1,32,14.97
