Bharuch,Kalak_1,8.01,1170,784,0,171,220,112,21,0.35,140,44,29,230,159,7.0,4.6
Bharuch,Kaswa,7.81,2570,1722,0,842,206,238.0,70,1.3,690,40,24,200,498.0,2.7,15.3
Bharuch,Kavi,7.81,1715,1149,0,207,326,198.0,27,0.29,170,40,39,260,273.0,7.4,7.4
Bharuch,Kondh,7.64,670,449,0,268,64,12.0,13,0.76,220,48,10,160,79.0,1.0,2.7
Bharuch,Luhara,7.67,405,271,0,183,14,26.0,5,0.26,150,36,19,170,13.0,2.0,0.4
Bharuch,Mahegam1,7.77,1270,851,0,159,156,259.0,18,0.22,130,28,34,210,192.0,7.0,5.8
Bharuch,Modoliya,7.32,1695,1136,0,317,326,52.0,89,0.21,260,88,128,745,45.0,0.5,0.7
Bharuch,Mokhdi,7.06,1180,791,0,354,170,36.0,27,0.25,290,72,80,510,35.0,0.35,0.7
Bharuch,Motwan,7.38,740,496,0,232,71,64.0,15,0.48,190,40,39,260,49.0,2.3,1.3
Bharuch,Mulad,7.51,3255,2181,0,427,539,472.0,34,0.42,350,40,54,320,600.0,6.8,14.6
Bharuch,Navetha,7.81,650,436,0,183,99,22.0,13,0.29,150,32,27,190,59.0,4.3,1.9
Bharuch,Netrang1,7.16,1213,813,0,232,206,88.0,34,0.18,190,128,46,510,39.0,0.3,0.8
Bharuch,Nirnavi,7.63,1655,1109,0,317,305,212.0,26,0.56,260,48,32,250,307.0,4.7,8.4
Bharuch,Panoli,7.89,2700,1809,0,635,291,358.0,55,1.5,520,28,34,210,522.0,3.2,15.7
Bharuch,Rayma,7.81,720,482,0,146,113,58.0,23,0.17,120,8,44,200,73.0,1.7,2.2
Bharuch,Roja Tankaria,7.44,5420,3631,0,439,1135,482.0,305,0.15,360,88,195,1020,771.0,11.0,10.5
Bharuch,Sahol,7.53,4040,2707,0,415,638,314.0,560,0.68,340,84,78,530,681.0,4.9,12.9
Bharuch,Sajod,8.01,2401,1609,0,720,362,45.0,69,2.8,590,24,32,190,463.0,2.9,14.6
Bharuch,Sarod,7.28,1119,750,0,317,170,41.0,14,0.46,260,40,49,300,116.0,4.4,2.9
Bharuch,Sindhav,7.98,1530,1025,0,512,121,155.0,14,0.1,420,28,19,150,269.0,27.0,9.6
Bharuch,Tankari,8.01,8614,5771,0,757,1582,495.0,1164,2.0,620,28,41,240,1860.0,22.0,52.2
Bharuch,Utraj,7.99,962,645,0,378,57,67.0,24,0.64,310,60,34,290,86.0,2.4,2.2
Bharuch*,Manad(मनाड),7.71,1798,1205,0,476,234,152.0,23,0.41,390,64,80,490,182.0,10.0,3.6
Bhavnagar,Aambla,8.13,697,467,0,280,78,13.0,45,0.79,230,32,49,280,56.0,2.8,17.4
Bhavnagar,Bhavnagar,7.92,1154,773,0,415,142,32.0,57,0.41,340,40,41,270,164.0,0.5,18.3
Bhavnagar,Bora,8.46,1607,1077,108,549,107,68.0,81,1.7,630,16,19,120,360.0,2.6,12.0
Bhavnagar,Datha,8.11,1214,813,0,464,178,7.5,15,1.2,380,40,29,220,204.0,4.9,17.8
Bhavnagar,Dhasa,8.02,1342,899,0,598,142,28.0,45,0.63,490,76,41,360,188.0,4.9,24.4
Bhavnagar,Gadhada,7.77,1145,767,0,488,128,5.2,15,0.27,400,68,49,370,110.0,2.2,23.0
Bhavnagar,Gogha,8.08,6158,4126,0,695,1420,320.0,298,0.71,570,140,73,650,1124.0,11.0,33.1
Bhavnagar,Kundheli,7.96,292,196,0,159,21,0.6,7,0.26,130,24,22,150,8.0,2.2,13.9
Bhavnagar,Longadi,8.17,705,472,0,354,43,4.9,26,0.88,290,36,22,180,80.0,25.0,16.7
Bhavnagar,Mahuva,8.26,3872,2594,0,903,724,66.0,171,1.2,740,24,29,180,836.0,1.9,14.5
Bhavnagar,Motivadal,8.07,1320,884,0,439,199,19.0,70,0.33,360,40,90,470,106.0,9.0,21.5
Bhavnagar,Ningala,8.19,918,615,0,390,71,14.0,39,0.76,320,16,19,120,163.0,1.0,12.0
Bhavnagar,Panchpipla,8.12,1296,868,0,451,170,19.0,46,0.79,370,32,43,260,188.0,1.0,17.2
