339,Kachchh,Naliya,8.68,1271,851.57,60,464,142,12,55,1.09,481,16,10,80,300,2.8,14.6
340,Kachchh,Tera,8.38,2748,1841.16,120,451.0,469.0,49.0,255.0,6.7,570,44,36,260.0,586,6.2,15.8
341,Kachchh,Mothara,8.2,1925,1289.75,0,317.0,447.0,1.0,187.0,0.8,260,48,41,290.0,396,2.0,10.1
342,Kachchh,Vinjan,7.83,727,487.09,0,378.0,57.0,1.0,57.0,0.71,310,52,51,340.0,51,5.9,1.2
343,Kachchh,Kotaya,8.25,1593,1067.31,0,464.0,277.0,20.0,107.0,4.05,381,40,36,250.0,325,1.3,8.94
344,Kachchh,Bhabhdai,7.89,6625,4438.75,0,439.0,1803.0,5.0,500.0,0.99,360,216,141,1120.0,1130,9.4,14.7
345,Kachchh,Ratanpur (maum),8.08,1518,1017.06,0,427.0,213.0,55.0,143.0,1.18,350,60,58,390.0,225,3.4,4.95
346,Kachchh,Dunai,7.96,1297,868.99,0,488.0,149.0,11.0,83.0,0.96,400,100,51,460.0,119,2.1,2.42
347,Kachchh,Kharoghoyha,8.66,3075,2060.25,60,281.0,540.0,11.0,380.0,5.45,331,24,24,160.0,659,1.3,22.7
348,Kachchh,Luni,7.98,2700,1809.0,0,586.0,547.0,18.0,86.0,0.89,481,84,54,430.0,422,13.0,8.85
349,Kachchh,Bhadreshwar,8.08,2345,1571.15,0,305.0,525.0,15.0,111.0,0.35,250,148,83,710.0,206,9.3,3.35
350,Kachchh,Shinaya,7.96,7375,4941.25,0,464.0,2016.0,2.0,508.0,1.16,381,232,109,1030.0,1380,7.0,18.7
351,Kachchh,Samkhiali,7.8,5550,3718.5,0,488.0,1448.0,100.0,250.0,3.8,400,160,195,1200.0,827,16.0,10.4
352,Kheda,Kapadvanj,7.18,1794,1202.0,0,805.0,142.0,37.0,30.0,2.5,661,44,22,200.0,336,14.0,10.3
353,Kheda,Ladvel,7.45,1975,1323.0,0,439.0,411.0,2.0,33.0,0.58,360,96,54,460.0,215,13.0,4.4
354,Kheda,Balasinor 1,7.12,953,639.0,0,342.0,113.0,14.0,34.0,0.52,280,104,24,360.0,55,0.6,1.3
355,Kheda,Bar,7.38,677,454.0,0,305.0,50.0,2.4,21.0,0.73,250,32,29,200.0,55,23.0,1.7
356,Kheda,Mahudha,7.73,2580,1729.0,0,683.0,411.0,18.0,123.0,0.75,560,60,90,520.0,341,34.0,6.5
357,Kheda,Alina,7.48,3129,2096.0,0,525.0,510.0,141.0,225.0,0.9,430,112,114,751.0,359,7.0,5.7
358,Kheda,Muliyad,7.32,6780,4543.0,0,305.0,1773.0,24.0,440.0,0.56,250,297,119,1231.0,855,7.6,10.6
359,Kheda,Dakor,7.54,1505,1008.0,0,561.0,177.0,5.1,36.0,1.2,460,44,54,330.0,182,8.3,4.4
360,Kheda,Kalesar,7.83,1198,803.0,0,647.0,64.0,9.3,41.0,1.5,530,28,54,290.0,178,0.68,4.5
361,Kheda,Kheda,7.31,7648,5124.0,0,390.0,2070.28,1.9,639.0,0.58,320,417,187,1811.0,911,5.0,9.3
362,Kheda,Shekhupura,8.98,3728,2498.0,36,1025.0,518.0,1.4,258.0,0.4,901,24,56,290.0,550,355.0,14.0
363,Kheda,Boriyavi,7.76,1132,758.0,0,525.0,99.0,23.0,24.0,0.58,430,36,41,260.0,145,17.0,3.9
364,Kheda,Alindra,7.48,625,419.0,0,348.0,28.0,1.4,17.0,0.67,285,32,39,240.0,45,3.0,1.3
365,Mahesana,Asjol,6.98,452,303.0,0,256.0,21.0,4.9,3.8,0.26,210,56,15,200.0,16,7.1,0.5
366,Mahesana,Bhandupara,7.36,1588,1064.0,0,500.0,233.97,8.4,126.0,0.59,410,52,51,340.0,227,12.0,5.4
367,Mahesana,Budasan,7.24,2398,1607.0,0,451.0,503.0,7.9,144.0,0.24,370,124,83,651.0,232,17.0,4.0
368,Mahesana,Dharpura,7.58,3160,2117.0,0,1208.0,326.0,1.1,193.0,2.0,991,52,54,350.0,610,41.0,14.2
369,Mahesana,Dosaj,7.25,4070,2727.0,0,598.0,922.0,78.0,313.0,0.61,490,80,100,610.0,579,162.0,10.2
370,Mahesana,Kheralu1,7.23,1610,1079.0,0,500.0,262.0,13.0,89.0,1.6,410,56,61,390.0,210,1.6,4.6
371,Mahesana,Maguna,7.52,3686,2470.0,0,952.0,709.0,7.6,245.0,0.73,781,44,219,1011.0,413,27.0,5.7
372,Mahesana,Panchot,7.73,1925,1290.0,0,512.0,319.0,9.8,177.0,0.49,420,64,56,390.0,245,77.0,5.4
373,Mahesana,Rampura1,7.03,810,543.0,0,414.868,57.0,8.8,15.0,0.51,340,56,41,310.248,63,1.7,1.6
374,Mahesana,Sihi,7.2,773,518.0,0,329.454,71.0,16.0,27.0,0.51,270,40,39,260.208,56,37.0,1.5
375,Mahesana,Tarabh,7.25,1036,694.0,0,463.676,113.0,7.0,27.0,0.29,380,64,51,370.296,84,11.0,1.9
376,Mahesana,Timba_1,7.02,785,526.0,0,378.262,64.0,3.8,17.0,0.77,310,92,22,320.256,39,3.9,0.9
377,Mahesana,Unawa,7.15,4076,2731.0,0,866.342,709.0,170.0,373.0,0.61,711,80,156,840.672,545,102.0,8.2
