Junagadh,Chokli,7.02,8054,5396,0,85,2283,148,590,1.3,70,188,207,1321,1282,17,15.3
Junagadh,Dhokadhva,8.14,691,463,0,378,50,23.0,21,0.11,310,48,46.0,310,53,1.9,19.9
Junagadh,Galodar,7.86,652,437,0,268,71,4.3,21,0.24,220,56,29.0,260,45,1.4,1.2
Junagadh,Girgadhada,7.59,1085,727,0,293,92,108.0,51,0.18,240,76,63.0,450,31,0.7,24.7
Junagadh,Goraj,7.98,1024,686,0,207,135,41.0,118,1.1,170,56,29.0,260,114,1.7,3.1
Junagadh,Govindpura,7.73,927,621,0,354,64,27.0,46,0.6,290,64,22.0,250,95,1.5,23.2
Junagadh,Jambur,7.61,776,520,0,329,78,7.2,20,0.13,270,48,27.0,230,79,1.3,19.3
Junagadh,Jamvala,7.45,607,407,0,280,43,6.8,50,0.22,230,52,34.0,270,38,0.7,20.1
Junagadh,Jargali,7.98,555,372,0,256,78,4.2,17,0.26,210,48,29.0,240,45,0.8,19.4
Junagadh,Junagadh,7.7,1399,937,0,244,248,75.0,72,0.4,200,104,54.0,480,99,2.5,2.0
Junagadh,Juthal,7.62,838,561,0,378,78,20.0,11,0.23,310,88,27.0,330,57,3.1,1.4
Junagadh,Kanedipur,7.38,727,487,0,354,50,3.9,20,0.25,290,76,22.0,280,42,0.2,1.1
Junagadh,Kanek,7.01,6710,4496,0,268,2070,24.0,190,0.28,220,922,51.0,2512,380,24.0,3.3
Junagadh,Kansari,8.15,1691,1133,0,439,206,148.0,95,0.71,360,48,95.0,510,154,3.7,22.8
Junagadh,Karej,7.05,2595,1739,0,110,766,90.0,92,0.79,90,337,2.4,851,230,2.7,3.4
Junagadh,Kasia Naka,7.66,724,485,0,366,64,9.0,41,0.13,300,52,54.0,350,42,0.0,20.7
Junagadh,Kesariyaji,7.6,735,492,0,244,71,25.0,31,0.83,200,52,36.0,280,34,6.0,20.3
Junagadh,Kevadra,7.56,1297,869,0,171,248,64.0,152,0.33,140,100,36.0,400,125,1.3,2.7
Junagadh,Khambhaliya,7.42,4045,2710,0,268,1078,34.0,201,0.25,220,273,46.0,871,505,17.0,7.4
Junagadh,Khodada,7.25,8365,5605,0,268,2581,18.0,284,0.24,220,778,151.0,2562,730,3.1,6.3
Junagadh,Khokharda,7.57,2800,1876,0,354,581,91.0,252,0.62,290,108,63.0,530,395,1.1,7.5
Junagadh,Khoras Ahir,7.65,1478,990,0,378,241,48.0,63,0.46,310,124,44.0,490,109,2.0,2.1
Junagadh,Kodinar,7.58,2516,1686,0,329,596,50.0,115,0.87,270,112,126.0,800,215,1.6,31.0
Junagadh,Kukaswada,7.15,5035,3373,0,305,1418,93.0,157,0.28,250,609,19.0,1601,360,82.0,3.9
Junagadh,Maktupur,6.99,6368,4267,0,439,1801,101.0,211,0.29,360,345,4.9,881,910,235.0,13.0
Junagadh,Mendarda,7.67,1306,875,0,390,184,37.0,61,0.52,320,84,80.0,540,72,1.8,1.3
Junagadh,Moraj,7.55,577,387,0,232,71,3.4,30,0.62,190,64,19.0,240,40,1.6,23.9
Junagadh,Patla,7.69,921,617,0,366,106,15.0,38,0.42,300,68,46.0,360,73,1.0,1.7
Junagadh,Pransli,7.82,638,427,0,183,107,17.0,17,1.3,150,52,32.0,260,32,7.1,20.0
Junagadh,Prempara,7.66,1477,990,0,281,227,150.0,100,0.43,230,104,90.0,630,70,0.5,28.9
Junagadh,Sametar,7.9,1249,837,0,464,92,64.0,51,0.28,380,48,71.0,400,100,8.8,20.6
Junagadh,Shardagram,7.45,11560,7745,0,329,3531,17.0,577,0.35,270,569,179.968,2162,1744,12.0,16.3
Junagadh,Shepa,7.38,1006,674,0,397,99,51.0,35,0.52,325,100,29.0,370,70,1.7,1.6
Junagadh,Sheriyakhan,7.76,976,654,0,293,121,39.0,60,0.67,240,56,34.0,280,95,7.7,2.5
Junagadh,Shil,7.02,3358,2250,0,317,879,47.0,103,0.46,260,200,4.9,520,470,99.0,9.0
Junagadh,Shil Bandar,7.37,8725,5846,0,488,2453,21.0,455,0.19,400,112,195.0,1081,1536,53.0,20.0
