Amreli,Untvad,7.75,1088,729,0,281,121,200,34,0.41,230,92,46,420,77,0.7,26.9
Amreli,Vaghania Juna,8.25,1895,1270,0,366,333,124.0,150,0.64,300,16,65,310,350,11.3,16.7
Amreli,Vanda,8.54,4072,2728,204,1122,469,28.0,145,1.2,1260,80,15,260,838,0.9,29.2
Amreli,Vankiya,7.97,680,456,0,256,57,39.0,30,0.36,210,52,32,260,42,0.23,20.0
Amreli,Vankiya,8.29,918,615,0,427,57,19.0,26,0.51,350,16,17,110,168,0.9,11.6
Anand,Adas_DW,8.25,1354,907,0,561,99,80.0,70,0.46,460,24,133,610,64,1.2,23.0
Anand,Anand,7.83,1567,1050,0,720,128,21.0,76,0.65,590,84,56,440,185,4.4,3.8
Anand,Anklav2,8.13,1174,787,0,561,92,37.0,33,0.43,460,20,68,330,148,1.7,17.4
Anand,Bhadran (Utiyapara),8.2,1325,888,0,622,99,32.0,49,0.79,510,32,90,450,128,1.3,2.6
Anand,Boriyavi,8.15,1095,734,0,488,107,27.0,38,0.52,400,20,56,280,142,16.5,16.3
Anand,Dharmaj,8.3,1386,929,0,549,142,41.0,38,0.61,450,24,46,250,216,2.5,16.0
Anand,Kansari1,7.94,3524,2361,0,610,794,6.8,49,0.42,500,52,22,220,650,21.0,19.1
Anand,Parvata,7.45,1043,699,0,500,71,19.0,46,0.99,410,32,51,290,130,0.7,3.3
Anand,Ras,8.54,1446,969,60,573,128,13.0,32,3.0,470,12,17,100,323,1.4,14.0
Anand,Tol,8.11,679,455,0,305,57,5.0,37,0.77,250,36,34,230,57,10.2,17.1
Banaskantha,Amirgadh,8.35,2031,1361,60,439,341,53.0,123,0.83,460,44,102,530,285,2.2,5.4
Banaskantha,Bharol1,8.48,705,472,60,293,50,4.9,15,0.45,340,80,24,300,32,49.0,0.8
Banaskantha,Dantiwada,8.15,492,330,0,220,43,34.0,16,0.33,180,56,22,230,28,0.62,0.8
Banaskantha,Gangodra,8.02,566,379,0,232,57,42.0,22,0.28,190,48,34,260,35,0.94,0.9
Banaskantha,Iqbalgarh,8.12,3043,2039,0,439,710,34.0,110,2.7,360,180,107,890,300,14.0,4.4
Banaskantha,Jhat,8.6,1343,900,48,439,135,25.0,75,1.4,440,16,15,100,295,26.0,13.0
Banaskantha,Khoda,8.23,1786,1197,0,451,320,0.96,126,1.9,370,20,24,150,368,4.5,13.0
Banaskantha,Kidotar,8.18,1200,804,0,647,121,19.0,25,0.8,530,68,58,410,150,6.0,3.2
Banaskantha,Meda,7.8,810,543,0,183,114,65.0,39,0.52,150,68,24,270,72,2.3,1.9
Banaskantha,Palanpur2,8.02,1421,952,0,305,227,116.0,63,0.7,250,48,51,330,188,0.68,4.5
Banaskantha,Ratanpur2,7.8,1151,771,0,146,192,127.0,68,0.15,120,108,36,420,78,4.1,1.7
Banaskantha,Sodapur,8.25,801,537,0,366,64,20.0,41,1.45,300,20,22,140,145,1.9,5.3
Bharuch,Arethi,7.45,882,591,0,220,43,172.0,26,0.24,180,60,39,310,59,0.57,1.5
Bharuch,Bharuch,7.34,4250,2848,0,415,922,410.0,61,0.29,340,72,202,1010,514,2.2,7.03
Bharuch,Bhensli,7.98,2920,1956,0,549,418,360.0,44,0.74,450,44,61,360,500,14.0,11.5
Bharuch,Chhindra,7.95,1075,720,0,366,78,75.0,63,0.4,300,64,44,340,65,47.0,1.5
Bharuch,Dahegam,7.64,1010,677,0,366,92,30.0,50,0.18,300,44,71,400,32,31.0,0.7
Bharuch,Ilav,7.94,2550,1709,0,793,142,310.0,124,2.5,650,24,10,100,541,1.6,23.5
Bharuch,Jambusar2,7.82,4330,2901,0,390,929,455.0,72,0.86,320,52,51,340,839,1.8,19.8
Bharuch,Jetpur1_(नवी नगरी),7.49,4350,2915,0,439,908,475.0,51,0.29,360,88,92,600,714,17.0,12.7
Bharuch,Jokhla,7.51,989,663,0,427,71,14.0,42,1.2,350,48,41,290,96,0.51,2.5
