32,Amreli,Punjapadar,21.53050,71.35919,8.58,1165,781,70,96,207,128,51,10.13,1.22,330,16,7,220,7.14,36,11.43
33,Amreli,Sanaria,21.55006,71.43192,8.25,4030,2700,550,0,464,511,950,3.19,1.2,380,72,90,685,5.83,7,12.7
34,Amreli,Trakuda,21.01651,71.28288,8.62,738,494,260,36,146,107,46,30.33,0.76,180,60,27,65,1.97,33,1.75
35,Amreli,Untvad,21.9068,71.22283,8.38,1060,710,420,60,73,135,90,135.8,0.8,160,100,41,68,0.5,51,1.44
36,Amreli,Vaghania juna,21.58344,70.9695,8.28,1960,1313,360,0,488,341,100,95.0,1.06,400,36,66,300,17.0,68,6.87
37,Amreli,Vanda,21.38972,71.5075,8.65,1710,1146,70,108,464,227,57,5.81,1.04,560,16,7,394,2.31,18,20.47
38,Amreli,Vankiya,21.53957,71.16553,8.26,1490,998,250,0,366,270,68,35.0,0.78,300,36,39,230,1.63,41,6.32
39,Amreli,Virpur,21.25393,71.14588,8.23,775,519,310,0,403,43,28,11.69,0.42,330,64,36,52,4.25,37,1.28
40,Anand,Adas_DW,22.47249,73.03515,8.33,1760,1179,625,60,464,213,25,86.1,0.55,480,44,125,95,3.17,38,1.65
41,Anand,Anklav2,22.37637,72.99713,8.39,1895,1270,640,60,604,213,32,40.3,0.72,595,20,143,140,2.61,70,2.41
42,Anand,Bandhani,22.53797,72.81221,8.27,2246,1505,720,60,397,454,21,69.0,1.05,425,132,95,162,33.0,27,2.62
43,Anand,Bhadran (Utiyapara),22.38449,72.90135,8.27,686,460,300,60,177,57,8,5.0,0.42,245,52,41,19,1.31,37,0.47
44,Anand,Dali,22.2832,72.76294,8.52,3276,2195,650,66,622,589,161,15.6,1.18,620,180,49,541,23.0,51,9.23
45,Anand,Dharmaj,22.42074,72.78741,8.62,2796,1873,310,126,738,269,108,106.0,1.39,815,32,56,492,2.48,78,12.14
46,Anand,Ghora,22.69264,73.04956,8.33,2395,1605,690,6,354,518,112,42.0,0.57,300,264,7,207,20.0,58,3.42
47,Anand,Kansari1,22.34128,72.65155,8.54,5090,3410,700,168,488,1099,233,22.7,0.82,680,100,109,846,3.47,50,13.91
48,Anand,Parvata,22.69117,73.0849,8.28,1368,917,460,90,287,170,65,6.9,1.03,385,72,68,97,2.55,39,1.96
49,Anand,Tol,22.49961,72.59696,6.91,700,469,270,0,207,78,20,62.0,0.65,170,48,36,32,7.01,23,0.84
50,Arvalli,Shamlaji,23.683,73.36843,7.72,451,302,140,0,159,50,17,3.2,0.85,130,40,10,41,0.65,22,1.51
51,Arvalli,Bhiloda2,23.76232,73.26778,7.71,839,562,240,0,256,113,42,26.0,0.93,210,48,29,84,3.1,26,2.36
52,Arvalli,Takatuka_1,23.8031,73.28951,7.63,1822,1221,430,0,317,355,63,89.0,0.59,260,88,51,222,1.4,24,4.65
53,Arvalli,Gadada,23.59517,73.20598,7.94,1683,1128,570,0,183,255,217,146.0,1.2,150,100,78,130,0.65,32,2.37
54,Arvalli,Medasana,23.52886,73.21644,8.13,904,606,250,0,183,142,44,46.0,0.55,150,48,32,92,0.63,33,2.53
55,Arvalli,Modasa2,23.46114,73.30266,8.02,738,494,170,0,134,113,50,34.0,0.73,110,40,17,88,2.7,50,2.93
56,Arvalli,Seenawad,23.47635,73.3956,7.86,1590,1065,550,0,134,333,130,110.0,0.87,110,120,61,99,17.0,26,1.84
57,Arvalli,Hamirpur,23.40632,73.4606,7.74,1340,898,470,0,146,284,56,97.0,1.1,120,124,39,95,0.97,26,1.91
58,Arvalli,Malpur_1,23.37151,73.4555,7.93,756,507,310,0,183,64,37,122.0,0.72,150,68,34,35,0.45,43,0.86
59,Arvalli,Karanpur,23.33241,73.32694,7.89,633,424,180,0,183,85,23,32.0,0.67,150,44,17,69,0.4,15,2.24
60,Arvalli,Dhansura,23.34719,73.19948,7.91,984,659,380,0,305,121,56,51.0,0.59,250,52,61,72,0.54,63,1.61
61,Arvalli,Alwa Kampa,23.277,73.21062,8.15,906,607,290,0,366,85,43,31.0,0.7,300,36,49,94,0.58,64,2.4
62,Arvalli,Boral,23.12906,73.21503,7.9,3364,2254,861,0,342,815,69,131.0,0.5,280,80,161,345,1.2,57,5.11
63,Arvalli,Sathamba,23.17337,73.3304,8.35,768,515,290,36,293,64,23,4.8,0.75,300,44,44,61,2.7,52,1.56
64,Banaskantha,Dantiwada,24.31485,72.32659,8.07,566,379,240,0,220,64,21,26.5,0.23,180,68,17,32,0.83,33,0.9
65,Banaskantha,Sodhapur,24.40309,72.29688,8.26,908,608,170,0,390,85,35,30.0,1.31,320,40,17,152,2.5,33,5.07
66,Banaskantha,Gangundra,24.43964,72.3648,7.74,3320,2224,1000,0,439,852,120,79.65,1.33,360,216,112,312,18.0,44,4.28
67,Banaskantha,Khoda,24.65671,71.77069,8.97,2518,1687,150,120,464,412,140,10.9,1.38,580,12,29,510,9.05,16,18.09
68,Banaskantha,Mohabatgadh,24.15584,72.70437,7.77,1255,841,420,0,171,277,60,77.85,0.99,140,144,15,120,2.74,38,2.55
69,Banaskantha,Ratanpur,24.17833,72.74837,7.43,1243,833,490,0,183,213,70,142.7,0.24,150,136,36,90,2.4,42,1.77
70,Banaskantha,Ghanapipdi,24.29368,72.94674,7.8,830,556,280,0,342,71,36,41.65,1.5,280,60,32,80,2.15,53,2.08
71,Banaskantha,Amirgadh,24.40072,72.64781,8.14,2998,2009,880,0,622,611,162,94.85,0.74,510,112,146,355,3.75,53,5.20
