312,Mahisagar,Sarsava,23.18600,74.00027,7.86,412,276,130,0,207,28,11,0.75,0.63,170,36,10,43,1.70,8,1.64
313,Mahisagar,Santrampur1,23.19012,73.90559,7.69,916,614,290,0,195,170,49,20.0,0.55,160,64,32,84,1.1,29,2.14
314,Mehsana,Maguna,23.57727,72.2904,8.25,3400,2278,1080,0,805,660,280,3.73,0.46,660,48,233,350,28.0,41,4.63
315,Mehsana,Aasjol,23.51355,72.18144,8.2,493,330,210,0,207,50,14,23.0,0.17,170,60,15,24,8.0,20,0.72
316,Mehsana,Delwada Khant,23.54361,72.1119,8.26,2336,1565,460,0,903,277,144,15.42,0.81,740,84,61,336,68.0,45,6.8
317,Mehsana,Panchot,23.62354,72.33618,8.04,2032,1361,400,0,549,291,250,6.81,0.22,450,76,51,271,90.0,45,5.89
318,Mehsana,Vidaj,23.24813,72.29752,8.27,1884,1262,340,0,549,320,93,18.25,0.1,450,76,36,219,147.0,59,5.15
319,Mehsana,Bhandupura,23.72462,72.37779,8.61,1227,822,190,48,244,163,76,58.0,0.56,280,32,27,215,14.0,35,6.78
320,Mehsana,Shihi,23.79952,72.34738,7.3,713,478,180,0,305,71,25,22.11,0.33,250,40,19,68,49.0,22,2.22
321,Mehsana,Dasaj,23.84459,72.44649,7.8,3760,2519,510,0,439,859,237,80.0,0.1,360,92,68,549,110.0,25,10.57
322,Mehsana,Rampura,23.88393,72.5198,7.9,1096,734,400,0,439,121,54,15.71,0.26,360,88,44,94,1.95,36,2.04
323,Mehsana,Tarabh,23.7592,72.45704,7.82,768,515,260,0,305,107,20,2.3,0.05,250,60,27,70,10.0,32,1.89
324,Mehsana,Kheralu,23.88725,72.60823,8.18,1610,1079,440,0,476,298,60,20.71,1.06,390,60,71,208,0.69,46,4.3
325,Mehsana,Timba,23.99066,72.76133,8.2,743,498,320,0,342,64,19,9.6,0.87,280,88,24,40,1.21,42,0.97
326,Morbi,Bhalgam,22.43556,71.0825,7.57,2095,1404,861,0,232,532,102,63.0,0.31,190,196,90,84,0.6,56,1.25
327,Morbi,Chhatar,22.50528,70.75306,8.02,1426,955,460,0,232,277,114,52.0,0.66,190,96,54,140,0.45,66,2.84
328,Morbi,Lajai,22.71583,70.78028,7.53,5723,3834,2372,0,220,1631,249,286.0,0.66,180,481,285,329,2.1,71,2.94
329,Morbi,Sindhavadar,22.55167,70.89722,8.18,1497,1003,290,0,317,255,87,74.0,0.7,260,44,44,208,0.51,58,5.31
330,Morbi,Modpar,22.90167,70.66278,8.16,4229,2833,641,0,317,1205,184,7.5,0.21,260,124,80,669,8.6,9,11.5
331,Morbi,Mota Dahisara,22.96194,70.61361,8.09,1808,1211,450,0,317,404,113,4.6,0.34,260,96,51,228,10.0,30,4.67
332,Morbi,Sarvad,23.00639,70.70694,7.88,1834,1229,340,0,366,411,56,2.7,0.54,300,56,49,295,5.8,29,6.96
333,Morbi,Molia,23.08861,70.75694,8.02,472,316,180,0,244,28,8,2.8,0.36,200,48,15,31,10.0,29,1.0
334,Morbi,Amarnagar,22.93444,70.82417,7.81,7557,5063,1731,0,329,2425,162,2.2,3.5,270,204,297,1062,8.4,16,11.1
335,Morbi,Morvi,22.83139,70.85278,8.2,1350,905,290,0,390,170,85,27.0,2.4,320,76,24,190,3.1,35,4.85
336,Morbi,Nichimandal,22.86111,70.96333,7.88,3296,2208,420,0,415,766,125,100.0,0.82,340,72,58,563,11.0,32,11.94
337,Morbi,Mathak,22.84278,71.06139,7.85,3435,2301,540,0,232,858,170,32.0,0.9,190,100,71,520,4.8,17,9.73
338,Morbi,Juna Devaliya 1,23.01111,70.99083,8.12,835,559,210,0,317,92,21,6.4,0.81,260,40,27,100,6.2,22,3.0
339,Morbi,Jitpur,23.00278,70.89472,8.16,1452,973,280,0,329,269,67,19.0,2.3,270,40,44,222,7.8,20,5.77
340,Morbi,Halvad 2,23.01917,71.185,7.79,5435,3641,851,0,378,1290,683,31.0,3.4,310,148,117,975,21.0,40,14.54
341,Narmada,Chikada,21.51401,73.64641,8.28,1050,704,450,6,153,177,83,65.9,0.29,135,144,22,30,2.82,56,0.61
342,Narmada,Garudeshwar,21.88914,73.65355,8.28,957,641,380,72,244,50,37,61.3,0.55,320,88,39,45,0.68,71,0.99
343,Narmada,Hirapura,21.86207,73.60232,8.38,864,579,320,60,195,113,3,14.5,0.53,260,108,12,47,4.88,71,1.14
344,Narmada,Jankh,21.50217,73.49507,8.09,590,395,270,0,214,71,12,10.3,0.39,175,52,34,11,0.24,54,0.3
345,Narmada,Kanbi pitha,21.57322,73.69625,8.05,570,382,270,0,183,85,10,13.4,0.26,150,56,32,11,0.47,55,0.29
346,Narmada,Khota amba,21.73258,73.47718,8.02,588,394,260,0,275,43,6,3.3,0.44,225,52,32,12,1.01,53,0.33
347,Narmada,Namaria,22.0491,73.6235,8.27,805,539,270,42,329,43,4,1.2,0.21,340,48,36,12,78.0,73,0.32
348,Narmada,Ralda,21.6112,73.63758,8.13,665,446,310,0,256,89,2,2.3,0.35,210,68,34,9,1.21,41,0.21
349,Narmada,Ringani,21.84144,73.46601,8.28,750,503,340,42,287,43,0,2.1,0.35,305,68,41,11,1.81,41,0.26
350,Narmada,Salemba 1,21.51625,73.82048,8.05,750,503,240,0,128,149,42,21.8,0.31,105,64,19,58,0.46,51,1.63
351,Narmada,Umaran,24.49132,73.55166,8.15,725,486,350,0,195,128,24,0.40,0.24,160,60,49,9,1.01,36,0.22
