Rajkot,Lalavadar,8.25,696,466,0,329,36,13,17,0.50,270,76,0.1,190,74,1.2
Rajkot,Macchukunda,8.22,1360,911,0,232,305,11,42,0.42,190,108,15,330,161,7.2
Rajkot,Malia,8.14,846,567,0,293,128,7,5,0.47,240,64,15,230,87,17.3
Rajkot,Modpar-1,7.66,5564,3728,0,220,1392,42,592,0.55,180,272,146,1280,709,12.7
Rajkot,Morvi,8.03,2251,1508,0,500,369,25,157,1.7,410,104,44,440,315,3.3
Rajkot,Mota dadwa,8.02,826,553,0,103,121,75,80,0.49,84,76,15,250,70,1.6
Rajkot,Mota dhansura,8.09,4106,2751,0,500,937,6,254,1.48,410,88,39,380,755,3.4
Rajkot,Motagundala,8.28,628,421,0,305,50,8,8,0.95,250,40,12,160,82,1.9
Rajkot,Movaiya,8.1,3423,2293,0,183,881,110,216,0.35,150,264,102,1080,296,207.0
Rajkot,Neknam,8.21,371,249,0,146,51,7,14,0.28,120,48,5,140,34,1.9
Rajkot,Nichi mandal,8.04,1730,1159,0,427,334,35,15,1.4,350,40,29,220,301,1.6
Rajkot,Padadhari,8.01,5319,3564,0,329,1235,66,581,0.65,270,188,73,1020,770,1.9
Rajkot,Patanvav,7.58,4987,3341,0,134,1434,180,197,0.32,110,432,210,1940,262,0.6
Rajkot,Rajkot1,8.44,1181,791,0,305,170,19,80,0.26,250,128,17,390,93,7.7
Rajkot,Ribda,8.22,1990,1333,0,134,483,36,160,0.2,110,208,7,550,205,1.2
Rajkot,Sardhar2,8.48,1733,1161,108,506,213,7,10,0.35,595,64,19,240,273,65.3
Rajkot,Sarvad,8.28,315,211,0,122,64,3,6,0.26,100,48,5,140,28,2.0
Rajkot,Sayapar,7.9,2323,1556,0,281,540,135,46,0.6,230,208,63,780,175,1.9
Rajkot,Sindhavadar,8.28,2374,1591,0,415,497,72,97,0.46,340,64,24,260,437,0.5
Rajkot,Targhari,8.21,1763,1181,0,342,327,70,76,0.2,280,140,63,610,126,0.4
Rajkot,Umarali,7.75,1509,1011,0,134,369,120,14,0.17,110,164,24,510,110,1.2
Rajkot,Upleta1,7.68,5215,3494,0,61,1505,130,286,0.25,50,672,0,1680,425,3.9
Rajkot,Vinchhia,8.07,3077,2062,0,451,710,40,108,1.25,370,88,39,380,530,2.0
Rajkot,Viranagar,8.17,2923,1958,0,610,625,65,23,0.94,500,80,0,200,585,1.6
