112,Bhavnagar,Piparla,21.63639,71.91889,8.05,720,482,270,0,256,78,40,29.27,0.33,210,48,36,52,0.88,82,1.39
113,Bhavnagar,Sajnasar,21.42872,71.91444,8.18,790,529,250,0,244,92,52,35.35,0.49,200,44,34,78,3.14,50,2.14
114,Bhavnagar,Sandhida,21.6875,71.75833,7.97,890,596,340,0,342,99,48,10.29,0.39,280,56,49,68,3.35,48,1.61
115,Bhavnagar,Talaja2,21.36575,72.02076,8.08,2000,1340,790,0,232,476,128,85.7,0.37,190,84,141,113,0.86,96,1.75
116,Bhavnagar,Timbi2,20.89445,71.20252,8.59,815,546,260,48,73,156,56,30.04,0.39,140,32,44,86,1.75,45,2.33
117,Bhavnagar,Trapaj,21.42437,72.09983,7.19,1475,988,670,0,281,163,160,175.0,0.34,230,132,83,58,1.11,74,0.97
118,Bhavnagar,Vadal,21.44738,71.85346,8.02,990,663,360,0,281,107,56,85.0,0.45,230,60,51,75,0.81,75,1.72
119,Bhavnagar,Vallbhipur,21.90037,71.87841,8.88,4835,3239,290,108,342,959,557,57.65,0.52,460,20,58,1030,5.65,43,26.3
120,Botad,Barvala,22.15,71.89167,8.53,7385,4948,300,192,915,1193,975,32.0,3.75,1200,24,58,1600,10.0,80,40.16
121,Botad,Kundali,22.26944,71.7,8.34,1017,681,320,48,183,170,18,17.81,1.05,230,40,54,92,0.63,60,2.23
122,Botad,Rajpada,22.30833,71.69167,8.33,4060,2720,1130,180,366,845,224,54.88,0.93,680,220,141,420,28.0,74,5.43
123,Botad,Ningala,22.01806,71.7,8.48,710,476,110,48,159,78,40,11.15,0.57,210,20,15,115,1.39,41,4.77
124,Botad,Tatam,22.05833,71.63333,8.09,4775,3199,1870,0,329,1207,300,180.0,0.56,270,176,348,300,2.66,79,3.02
125,Chhota udepur,Bhindol,22.20107,73.8971,8.3,2000,1340,440,138,616,170,17,0.4,1.39,735,28,90,251,1.35,57,5.21
126,Chhota udepur,Bodeli,22.27519,73.71561,7.88,2300,1541,430,0,451,553,16,20.9,0.35,370,64,66,326,5.96,36,6.82
127,Chhota udepur,Ferkuva,22.36392,74.2143,8.28,896,600,375,6,189,149,38,41.0,0.51,165,100,30,30,4.3,59,0.68
128,Chhota udepur,Ghamodi,22.36908,74.07344,8.28,495,332,180,6,207,28,5,14.1,0.86,180,52,12,29,1.46,73,0.94
129,Chhota udepur,Govindpura,22.21554,73.73999,8.32,7777,5211,1925,120,293,2269,221,23.0,1.36,440,180,359,915,4.94,30,9.07
130,Chhota udepur,Kevadi,22.52256,73.93433,7.89,660,442,310,0,256,128,10,25.1,0.93,210,72,32,32,3.56,62,0.8
131,Chhota udepur,Moti chikhali,22.01515,74.08063,7.88,606,406,400,0,317,113,15,33.6,1.38,260,56,63,28,0.79,67,0.6
132,Chhota udepur,Panwad,22.21018,74.03093,8.28,1240,831,490,36,256,177,89,1.3,0.48,270,100,58,54,8.97,23,1.06
133,Chhota udepur,Sengpur,22.08659,73.97762,8.09,1170,784,525,0,384,170,25,1.0,0.65,315,112,60,26,2.97,52,0.49
134,Chhota udepur,Vagudan,22.07119,74.10902,8.28,850,570,340,6,207,142,2,42.3,0.84,180,120,10,28,11.21,78,0.66
135,Dahod,Limbdi,23.00571,74.15355,7.84,598,401,170,0,281,57,10,1.2,1.0,230,32,22,71,4.8,25,2.37
136,Dahod,Sukhsar,23.1491,74.03478,7.8,654,438,140,0,232,43,31,45.0,0.9,190,32,15,87,1.4,27,3.2
137,Dahod,Dadhela,22.84035,74.0835,7.97,618,414,200,0,244,57,36,27.0,1.3,200,40,24,63,4.7,29,1.94
138,Dahod,Dahod Urban-1,22.87508,74.22925,7.98,425,285,150,0,146,28,27,39.0,1.1,120,32,17,36,0.32,72,1.28
139,Dahod,Dahod Urban-2,22.84091,74.25566,7.72,2815,1886,781,0,281,603,145,150.0,2.9,230,108,124,280,4.2,32,4.36
140,Dahod,Dahod2,22.8311,74.23284,8.07,1789,1199,370,0,354,319,106,55.0,2.0,290,40,66,260,2.5,29,5.88
141,Dahod,Dahod Urban-3,22.82589,74.26364,7.92,1389,931,300,0,329,184,139,80.0,0.67,270,48,44,194,2.9,35,4.87
142,Dahod,Varamkheda,22.77518,74.28866,7.56,691,463,230,0,281,78,26,4.6,1.0,230,48,27,66,3.1,10,1.89
143,Dahod,Panchwada,22.72895,74.30539,8.11,790,529,240,0,378,57,28,21.0,1.4,310,28,41,89,3.7,23,2.5
144,Dahod,Garbara,22.68487,74.31505,7.87,8684,5818,1501,0,439,1985,774,372.0,6.5,360,124,289,1338,31.0,20,15.02
145,Dahod,Ambakatch,22.6406,74.23334,8.13,1360,911,410,0,598,128,32,18.0,1.48,490,40,75,128,6.6,31,2.75
146,Dahod,Dhanpur,22.63602,74.09878,8.09,538,360,210,0,207,50,21,21.0,1.5,170,44,24,34,1.7,27,1.02
147,Dahod,Kanjetha,22.57994,74.10945,7.99,611,409,190,0,281,43,28,14.0,0.67,230,36,24,67,2.8,57,2.11
148,Dahod,Tokarba,22.59677,74.02846,7.98,640,429,240,0,146,78,41,64.0,1.1,120,52,27,45,0.89,39,1.26
149,Dahod,Khandania,22.60436,73.89661,8.15,448,300,130,0,195,28,21,17.0,3.1,160,28,15,53,1.1,65,2.02
150,Dahod,Badpa,22.68894,73.85801,8.45,970,650,100,36,195,135,65,10.0,3.4,220,16,15,176,1.7,30,7.65
